TransactionID,CustomerID,ProductID,PurchaseDate,Quantity,UnitPrice,TotalAmount,StoreLocation,PaymentType,PurchaseDateRaw,ProductName,Category,Department,CustomerSegment,AgeGroup,LoyaltyTier,Region,BasketItemCount,BasketValue,BasketSizeSegment
T00034,C018,P009,2025-02-05,1,4.5,4.5,Downtown,Voucher,2025-02-05,Cheddar Cheese,Dairy,Fresh Food,Young Singles,26-40,Bronze,East,4,14.5,Large
T00234,C021,P009,2025-10-22,2,4.5,9.0,Westgate,Mobile,2025-10-22,Cheddar Cheese,Dairy,Fresh Food,Family,41-60,Bronze,South,4,23.39,Large
T00053,C033,P008,2025-03-17,2,2.1,4.2,Hilltop,Mobile,2025-03-17,Whole Milk,Dairy,Fresh Food,Premium Shopper,41-60,Not Enrolled,Central,5,26.5,Large
T00118,C042,P048,2025-06-10,3,4.8,14.4,Downtown,Mobile,2025-06-10,Shampoo,Personal Care,Non-Food,Student,18-25,Silver,East,3,35.1,Small
T00186,C020,P020,2025-08-28,1,1.6,1.6,Hilltop,Card,2025-08-28,Cola,Beverages,Grocery,Budget Shopper,26-40,Not Enrolled,East,3,14.6,Small
T00177,C044,P008,2025-08-20,5,2.1,10.5,Westgate,Mobile,2025-08-20,Whole Milk,Dairy,Fresh Food,Budget Shopper,26-40,Not Enrolled,North,2,15.9,Small
T00047,C055,P032,2025-03-22,2,2.7,5.4,Eastpark,Card,2025-03-22,Pasta Sauce,Pantry,Grocery,Student,18-25,Bronze,North,4,21.9,Large
T00166,C049,P030,2025-08-26,2,2.3,4.6,Riverside,Card,2025-08-26,Pretzels,Snacks,Grocery,Family,41-60,Bronze,South,3,16.6,Small
T00251,C017,P010,2025-11-28,2,3.2,6.4,Downtown,Card,11/28/2025,Greek Yogurt,Dairy,Fresh Food,Senior,60+,Bronze,North,2,13.2,Small
T00305,C045,P036,2025-12-05,3,7.8,23.4,Eastpark,Mobile,2025-12-05,Olive Oil,Pantry,Grocery,Student,18-25,Silver,East,2,32.3,Small
T00102,C060,P042,2025-05-27,3,2.4,7.2,Eastpark,Card,05/27/2025,Frozen Vegetables,Frozen,Grocery,Student,18-25,Silver,East,1,7.2,Single
T00009,C043,P007,2025-01-01,2,1.5,3.0,Eastpark,Card,2025-01-01,Avocado,Produce,Fresh Food,Student,18-25,Bronze,East,6,57.7,Large
T00083,C052,P030,2025-05-10,3,2.3,6.9,Westgate,Mobile,2025-05-10,Pretzels,Snacks,Grocery,Young Singles,26-40,Not Enrolled,East,4,14.4,Large
T00042,C016,P030,2025-03-26,1,2.3,2.3,Riverside,Card,2025-03-26,Pretzels,Snacks,Grocery,Young Singles,26-40,Bronze,Central,3,13.5,Small
T00293,C029,P024,2025-12-29,1,3.6,3.6,Hilltop,Mobile,2025-12-29,Tea Bags,Beverages,Grocery,Premium Shopper,41-60,Silver,East,4,22.0,Large
T00219,C018,P031,2025-10-07,2,1.5,3.0,Westgate,Cash,10/07/2025,Pasta,Pantry,Grocery,Young Singles,26-40,Bronze,East,6,31.47,Large
T00238,C028,P020,2025-10-04,2,1.6,3.2,Riverside,Cash,2025-10-04,Cola,Beverages,Grocery,Budget Shopper,26-40,Not Enrolled,South,4,46.6,Large
T00121,C019,P021,2025-06-26,1,3.4,3.4,Eastpark,Mobile,2025-06-26,Orange Juice,Beverages,Grocery,Young Singles,26-40,Silver,North,4,14.7,Large
T00059,C015,P009,2025-04-28,2,4.5,9.0,Hilltop,Mobile,04/28/2025,Cheddar Cheese,Dairy,Fresh Food,Premium Shopper,41-60,Not Enrolled,West,4,21.5,Large
T00007,C005,P038,2025-01-06,2,3.5,7.0,Eastpark,Card,01/06/2025,Peanut Butter,Pantry,Grocery,Young Singles,26-40,Not Enrolled,South,4,38.8,Large
T00166,C049,P011,2025-08-26,2,3.8,7.6,Riverside,Card,2025-08-26,Butter,Dairy,Fresh Food,Family,41-60,Bronze,South,3,16.6,Small
T00173,C051,P041,2025-08-16,3,4.6,13.8,Hilltop,Mobile,08/16/2025,Ice Cream,Frozen,Grocery,Young Singles,26-40,Bronze,West,1,13.8,Single
T00310,C046,P030,2025-12-20,1,2.3,2.3,Downtown,Card,20-12-2025,Pretzels,Snacks,Grocery,Premium Shopper,41-60,Silver,Central,4,41.0,Large
T00175,C007,P001,2025-08-23,3,0.59,1.77,Downtown,Card,2025-08-23,Bananas,Produce,Fresh Food,Family,41-60,Silver,Central,4,17.47,Large
T00230,C041,P027,2025-10-22,3,1.3,3.9,Downtown,Card,2025-10-22,Chocolate Bar,Snacks,Grocery,Young Singles,26-40,Silver,North,4,28.0,Large
T00281,C056,P023,2025-12-19,4,8.9,35.6,Downtown,Cash,2025-12-19,Coffee Beans,Beverages,Grocery,Premium Shopper,41-60,Silver,South,3,44.0,Small
T00015,C048,P024,2025-01-24,2,3.6,7.2,Riverside,Card,2025-01-24,Tea Bags,Beverages,Grocery,Student,18-25,Bronze,South,5,28.7,Large
T00213,C037,P037,2025-09-05,3,1.1,3.3,Eastpark,Cash,05-09-2025,Canned Beans,Pantry,Grocery,Young Singles,26-40,Not Enrolled,South,2,7.8,Small
T00142,C033,P008,2025-07-01,3,2.1,6.3,Westgate,Mobile,01-07-2025,Whole Milk,Dairy,Fresh Food,Premium Shopper,41-60,Not Enrolled,Central,3,11.7,Small
T00256,C056,P028,2025-11-07,2,2.9,5.8,Westgate,Mobile,2025-11-07,Cookies,Snacks,Grocery,Premium Shopper,41-60,Silver,South,5,41.7,Large
T00283,C056,P040,2025-12-08,1,5.2,5.2,Hilltop,Card,2025-12-08,Frozen Pizza,Frozen,Grocery,Premium Shopper,41-60,Silver,South,2,10.0,Small
T00141,C002,P047,2025-07-16,1,4.1,4.1,Downtown,Cash,2025-07-16,Trash Bags,Household,Non-Food,Family,41-60,Not Enrolled,North,1,4.1,Single
T00193,C007,P004,2025-09-08,3,1.4,4.2,Westgate,Card,09/08/2025,Lettuce,Produce,Fresh Food,Family,41-60,Silver,Central,2,15.2,Small
T00044,C018,P032,2025-03-17,2,2.7,5.4,Downtown,Card,2025-03-17,Pasta Sauce,Pantry,Grocery,Young Singles,26-40,Bronze,East,4,21.8,Large
T00151,C009,P002,2025-07-04,2,1.2,2.4,Downtown,Card,2025-07-04,Apples,Produce,Fresh Food,Senior,60+,Silver,North,3,8.2,Small
T00039,C021,P038,2025-03-24,2,3.5,7.0,Eastpark,Card,2025-03-24,Peanut Butter,Pantry,Grocery,Family,41-60,Bronze,South,6,40.7,Large
T00271,C033,P009,2025-11-22,1,4.5,4.5,Hilltop,Card,2025-11-22,Cheddar Cheese,Dairy,Fresh Food,Premium Shopper,41-60,Not Enrolled,Central,6,20.6,Large
T00230,C041,P009,2025-10-22,1,4.5,4.5,Downtown,Card,2025-10-22,Cheddar Cheese,Dairy,Fresh Food,Young Singles,26-40,Silver,North,4,28.0,Large
T00299,C012,P020,2025-12-03,5,1.6,8.0,Riverside,Card,2025-12-03,Cola,Beverages,Grocery,Young Singles,26-40,Not Enrolled,North,4,34.9,Large
T00149,C006,P018,2025-07-13,1,7.2,7.2,Eastpark,Card,2025-07-13,Ground Beef,Meat,Fresh Food,Premium Shopper,41-60,Bronze,Central,1,7.2,Single
T00101,C060,P017,2025-05-11,2,6.5,13.0,Riverside,Card,11-05-2025,Chicken Breast,Meat,Fresh Food,Student,18-25,Silver,East,5,38.45,Large
T00099,C034,P021,2025-05-16,2,3.4,6.8,Westgate,Mobile,05/16/2025,Orange Juice,Beverages,Grocery,Budget Shopper,26-40,Gold,West,1,6.8,Single
T00221,C056,P039,2025-10-11,2,2.8,5.6,Hilltop,Card,10/11/2025,Jam,Pantry,Grocery,Premium Shopper,41-60,Silver,South,5,21.9,Large
T00316,C047,P045,2025-12-07,2,2.9,5.8,Downtown,Mobile,12/07/2025,Dish Soap,Household,Non-Food,Young Singles,26-40,Silver,East,2,16.2,Small
T00009,C043,P009,2025-01-01,1,4.5,4.5,Eastpark,Card,2025-01-01,Cheddar Cheese,Dairy,Fresh Food,Student,18-25,Bronze,East,6,57.7,Large
T00214,C027,P018,2025-09-29,2,7.2,14.4,Hilltop,Card,2025-09-29,Ground Beef,Meat,Fresh Food,Family,41-60,Silver,East,5,31.3,Large
T00176,C024,P042,2025-08-11,3,2.4,7.2,Hilltop,Card,08/11/2025,Frozen Vegetables,Frozen,Grocery,Student,18-25,Not Enrolled,West,4,24.9,Large
T00277,C060,P004,2025-12-13,2,1.4,2.8,Westgate,Cash,2025-12-13,Lettuce,Produce,Fresh Food,Student,18-25,Silver,East,5,33.2,Large
T00103,C050,P019,2025-05-07,1,5.4,5.4,Eastpark,Card,2025-05-07,Bacon,Meat,Fresh Food,Premium Shopper,41-60,Gold,Central,3,14.2,Small
T00227,C044,P035,2025-10-01,2,2.1,4.2,Downtown,Cash,2025-10-01,Sugar,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,North,4,45.0,Large
T00262,C043,P028,2025-11-20,1,2.9,2.9,Hilltop,Mobile,2025-11-20,Cookies,Snacks,Grocery,Student,18-25,Bronze,East,3,14.3,Small
T00245,C012,P023,2025-11-19,5,8.9,44.5,Riverside,Card,2025-11-19,Coffee Beans,Beverages,Grocery,Young Singles,26-40,Not Enrolled,North,4,73.6,Large
T00279,C048,P023,2025-12-01,1,8.9,8.9,Downtown,Voucher,2025-12-01,Coffee Beans,Beverages,Grocery,Student,18-25,Bronze,South,4,31.3,Large
T00228,C057,P011,2025-10-14,2,3.8,7.6,Riverside,Card,14-10-2025,Butter,Dairy,Fresh Food,Student,18-25,Bronze,Central,4,15.5,Large
T00158,C040,P041,2025-07-21,2,4.6,9.2,Downtown,Cash,2025-07-21,Ice Cream,Frozen,Grocery,Premium Shopper,41-60,Not Enrolled,Central,4,15.7,Large
T00089,C056,P023,2025-05-13,3,8.9,26.7,Westgate,Card,2025-05-13,Coffee Beans,Beverages,Grocery,Premium Shopper,41-60,Silver,South,3,33.9,Small
T00253,C040,P043,2025-11-25,2,3.0,6.0,Eastpark,Cash,2025-11-25,Frozen Fries,Frozen,Grocery,Premium Shopper,41-60,Not Enrolled,Central,4,12.86,Large
T00229,C057,P043,2025-10-13,3,3.0,9.0,Hilltop,Mobile,2025-10-13,Frozen Fries,Frozen,Grocery,Student,18-25,Bronze,Central,4,15.7,Large
T00075,C042,P005,2025-04-19,3,0.9,2.7,Eastpark,Card,19-04-2025,Onions,Produce,Fresh Food,Student,18-25,Silver,East,2,6.7,Small
T00083,C052,P037,2025-05-10,1,1.1,1.1,Westgate,Mobile,2025-05-10,Canned Beans,Pantry,Grocery,Young Singles,26-40,Not Enrolled,East,4,14.4,Large
T00266,C012,P011,2025-11-06,1,3.8,3.8,Eastpark,Voucher,2025-11-06,Butter,Dairy,Fresh Food,Young Singles,26-40,Not Enrolled,North,6,43.9,Large
T00198,C002,P018,2025-09-06,1,7.2,7.2,Hilltop,Cash,2025-09-06,Ground Beef,Meat,Fresh Food,Family,41-60,Not Enrolled,North,5,25.4,Large
T00004,C029,P049,2025-01-03,3,2.7,8.1,Eastpark,Card,2025-01-03,Toothpaste,Personal Care,Non-Food,Premium Shopper,41-60,Silver,East,3,10.39,Small
T00060,C017,P031,2025-04-06,2,1.5,3.0,Downtown,Card,2025-04-06,Pasta,Pantry,Grocery,Senior,60+,Bronze,North,3,7.5,Small
T00308,C055,P020,2025-12-20,2,1.6,3.2,Hilltop,Mobile,2025-12-20,Cola,Beverages,Grocery,Student,18-25,Bronze,North,4,16.5,Large
T00023,C025,P027,2025-02-19,4,1.3,5.2,Westgate,Card,2025-02-19,Chocolate Bar,Snacks,Grocery,Budget Shopper,26-40,Not Enrolled,Central,4,17.7,Large
T00107,C032,P014,2025-05-15,1,2.4,2.4,Hilltop,Cash,2025-05-15,Whole Wheat Bread,Bakery,Fresh Food,Family,41-60,Not Enrolled,Central,3,16.3,Small
T00100,C034,P009,2025-05-22,1,4.5,4.5,Hilltop,Card,05/22/2025,Cheddar Cheese,Dairy,Fresh Food,Budget Shopper,26-40,Gold,West,3,10.8,Small
T00012,C036,P020,2025-01-25,1,1.6,1.6,Westgate,Voucher,01/25/2025,Cola,Beverages,Grocery,Premium Shopper,41-60,Bronze,North,6,49.0,Large
T00225,C030,P022,2025-10-30,1,1.1,1.1,Riverside,Card,10/30/2025,Sparkling Water,Beverages,Grocery,Family,41-60,Bronze,West,4,22.8,Large
T00127,C020,P038,2025-06-26,2,3.5,7.0,Downtown,Card,06/26/2025,Peanut Butter,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,East,4,38.9,Large
T00189,C058,P006,2025-08-08,1,0.85,0.85,Eastpark,Card,08/08/2025,Carrots,Produce,Fresh Food,Family,41-60,Not Enrolled,Central,4,11.95,Large
T00264,C017,P002,2025-11-07,1,1.2,1.2,Downtown,Mobile,11/07/2025,Apples,Produce,Fresh Food,Senior,60+,Bronze,North,5,22.4,Large
T00271,C033,P039,2025-11-22,1,2.8,2.8,Hilltop,Card,2025-11-22,Jam,Pantry,Grocery,Premium Shopper,41-60,Not Enrolled,Central,6,20.6,Large
T00192,C010,P004,2025-08-11,2,1.4,2.8,Downtown,Mobile,11-08-2025,Lettuce,Produce,Fresh Food,Family,41-60,Silver,East,3,9.9,Small
T00143,C030,P025,2025-07-13,2,2.2,4.4,Eastpark,Card,2025-07-13,Energy Drink,Beverages,Grocery,Family,41-60,Bronze,West,2,6.0,Small
T00008,C009,P035,2025-01-13,4,2.1,8.4,Hilltop,Cash,13-01-2025,Sugar,Pantry,Grocery,Senior,60+,Silver,North,6,29.18,Large
T00034,C018,P041,2025-02-05,1,4.6,4.6,Downtown,Voucher,2025-02-05,Ice Cream,Frozen,Grocery,Young Singles,26-40,Bronze,East,4,14.5,Large
T00001,C043,P015,2025-01-13,2,2.8,5.6,Hilltop,Card,2025-01-13,Bagels,Bakery,Fresh Food,Student,18-25,Bronze,East,2,9.4,Small
T00054,C001,P042,2025-03-13,4,2.4,9.6,Hilltop,Cash,2025-03-13,Frozen Vegetables,Frozen,Grocery,Student,18-25,Not Enrolled,East,4,62.2,Large
T00310,C046,P023,2025-12-20,3,8.9,26.7,Downtown,Card,20-12-2025,Coffee Beans,Beverages,Grocery,Premium Shopper,41-60,Silver,Central,4,41.0,Large
T00069,C048,P024,2025-04-03,1,3.6,3.6,Eastpark,Card,2025-04-03,Tea Bags,Beverages,Grocery,Student,18-25,Bronze,South,3,13.3,Small
T00188,C054,P048,2025-08-21,2,4.8,9.6,Downtown,Voucher,2025-08-21,Shampoo,Personal Care,Non-Food,Premium Shopper,41-60,Gold,North,4,33.2,Large
T00270,C058,P034,2025-11-02,2,3.9,7.8,Eastpark,Card,2025-11-02,Cereal,Pantry,Grocery,Family,41-60,Not Enrolled,Central,6,65.5,Large
T00154,C021,P026,2025-07-10,1,2.5,2.5,Eastpark,Voucher,2025-07-10,Potato Chips,Snacks,Grocery,Family,41-60,Bronze,South,2,11.7,Small
T00248,C004,P045,2025-11-22,3,2.9,8.7,Riverside,Card,11/22/2025,Dish Soap,Household,Non-Food,Young Singles,26-40,Bronze,North,7,79.8,Large
T00194,C042,P002,2025-09-21,2,1.2,2.4,Downtown,Cash,2025-09-21,Apples,Produce,Fresh Food,Student,18-25,Silver,East,5,27.4,Large
T00162,C014,P035,2025-07-23,2,2.1,4.2,Riverside,Card,07/23/2025,Sugar,Pantry,Grocery,Senior,60+,Silver,West,4,11.6,Large
T00155,C021,P013,2025-07-08,2,1.9,3.8,Westgate,Card,07/08/2025,White Bread,Bakery,Fresh Food,Family,41-60,Bronze,South,4,22.3,Large
T00175,C007,P045,2025-08-23,1,2.9,2.9,Downtown,Card,2025-08-23,Dish Soap,Household,Non-Food,Family,41-60,Silver,Central,4,17.47,Large
T00189,C058,P048,2025-08-08,1,4.8,4.8,Eastpark,Card,08/08/2025,Shampoo,Personal Care,Non-Food,Family,41-60,Not Enrolled,Central,4,11.95,Large
T00037,C019,P030,2025-03-16,1,2.3,2.3,Downtown,Card,03/16/2025,Pretzels,Snacks,Grocery,Young Singles,26-40,Silver,North,4,26.2,Large
T00108,C035,P037,2025-06-10,2,1.1,2.2,Downtown,Mobile,2025-06-10,Canned Beans,Pantry,Grocery,Senior,60+,Not Enrolled,South,5,25.1,Large
T00192,C010,P044,2025-08-11,1,5.5,5.5,Downtown,Mobile,11-08-2025,Paper Towels,Household,Non-Food,Family,41-60,Silver,East,3,9.9,Small
T00178,C016,P047,2025-08-05,1,4.1,4.1,Hilltop,Mobile,2025-08-05,Trash Bags,Household,Non-Food,Young Singles,26-40,Bronze,Central,4,27.3,Large
T00164,C008,P039,2025-07-10,1,2.8,2.8,Riverside,Card,2025-07-10,Jam,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,Central,3,14.0,Small
T00077,C006,P003,2025-04-28,4,1.8,7.2,Eastpark,Cash,2025-04-28,Tomatoes,Produce,Fresh Food,Premium Shopper,41-60,Bronze,Central,4,21.9,Large
T00093,C029,P004,2025-05-12,1,1.4,1.4,Downtown,Mobile,12-05-2025,Lettuce,Produce,Fresh Food,Premium Shopper,41-60,Silver,East,4,20.7,Large
T00187,C047,P027,2025-08-07,1,1.3,1.3,Eastpark,Mobile,2025-08-07,Chocolate Bar,Snacks,Grocery,Young Singles,26-40,Silver,East,1,1.3,Single
T00228,C057,P013,2025-10-14,2,1.9,3.8,Riverside,Card,14-10-2025,White Bread,Bakery,Fresh Food,Student,18-25,Bronze,Central,4,15.5,Large
T00085,C024,P021,2025-05-17,3,3.4,10.2,Riverside,Card,2025-05-17,Orange Juice,Beverages,Grocery,Student,18-25,Not Enrolled,West,2,14.7,Small
T00297,C019,P032,2025-12-12,2,2.7,5.4,Westgate,Cash,2025-12-12,Pasta Sauce,Pantry,Grocery,Young Singles,26-40,Silver,North,3,16.5,Small
T00210,C038,P031,2025-09-25,2,1.5,3.0,Riverside,Cash,09/25/2025,Pasta,Pantry,Grocery,Student,18-25,Bronze,North,5,25.4,Large
T00220,C053,P035,2025-10-17,2,2.1,4.2,Eastpark,Card,2025-10-17,Sugar,Pantry,Grocery,Senior,60+,Not Enrolled,South,3,13.8,Small
T00152,C025,P034,2025-07-14,1,3.9,3.9,Downtown,Mobile,2025-07-14,Cereal,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,Central,6,21.6,Large
T00237,C042,P037,2025-10-09,2,1.1,2.2,Hilltop,Card,10/09/2025,Canned Beans,Pantry,Grocery,Student,18-25,Silver,East,3,20.0,Small
T00165,C011,P009,2025-08-18,1,4.5,4.5,Westgate,Card,2025-08-18,Cheddar Cheese,Dairy,Fresh Food,Senior,60+,Not Enrolled,East,5,34.5,Large
T00194,C042,P013,2025-09-21,3,1.9,5.7,Downtown,Cash,2025-09-21,White Bread,Bakery,Fresh Food,Student,18-25,Silver,East,5,27.4,Large
T00252,C032,P033,2025-11-10,1,4.2,4.2,Eastpark,Cash,2025-11-10,Rice,Pantry,Grocery,Family,41-60,Not Enrolled,Central,4,20.6,Large
T00284,C040,P031,2025-12-16,4,1.5,6.0,Downtown,Mobile,2025-12-16,Pasta,Pantry,Grocery,Premium Shopper,41-60,Not Enrolled,Central,2,8.7,Small
T00237,C042,P048,2025-10-09,2,4.8,9.6,Hilltop,Card,10/09/2025,Shampoo,Personal Care,Non-Food,Student,18-25,Silver,East,3,20.0,Small
T00015,C048,P020,2025-01-24,1,1.6,1.6,Riverside,Card,2025-01-24,Cola,Beverages,Grocery,Student,18-25,Bronze,South,5,28.7,Large
T00258,C038,P006,2025-11-24,2,0.85,1.7,Downtown,Mobile,2025-11-24,Carrots,Produce,Fresh Food,Student,18-25,Bronze,North,6,49.3,Large
T00285,C032,P009,2025-12-09,1,4.5,4.5,Riverside,Voucher,09-12-2025,Cheddar Cheese,Dairy,Fresh Food,Family,41-60,Not Enrolled,Central,2,10.1,Small
T00268,C056,P033,2025-11-27,3,4.2,12.6,Hilltop,Cash,2025-11-27,Rice,Pantry,Grocery,Premium Shopper,41-60,Silver,South,4,27.4,Large
T00059,C015,P010,2025-04-28,1,3.2,3.2,Hilltop,Mobile,04/28/2025,Greek Yogurt,Dairy,Fresh Food,Premium Shopper,41-60,Not Enrolled,West,4,21.5,Large
T00283,C056,P020,2025-12-08,3,1.6,4.8,Hilltop,Card,2025-12-08,Cola,Beverages,Grocery,Premium Shopper,41-60,Silver,South,2,10.0,Small
T00267,C018,P024,2025-11-27,1,3.6,3.6,Hilltop,Cash,2025-11-27,Tea Bags,Beverages,Grocery,Young Singles,26-40,Bronze,East,3,14.2,Small
T00164,C008,P009,2025-07-10,2,4.5,9.0,Riverside,Card,2025-07-10,Cheddar Cheese,Dairy,Fresh Food,Budget Shopper,26-40,Not Enrolled,Central,3,14.0,Small
T00098,C051,P037,2025-05-07,1,1.1,1.1,Riverside,Card,2025-05-07,Canned Beans,Pantry,Grocery,Young Singles,26-40,Bronze,West,3,26.0,Small
T00316,C047,P040,2025-12-07,2,5.2,10.4,Downtown,Mobile,12/07/2025,Frozen Pizza,Frozen,Grocery,Young Singles,26-40,Silver,East,2,16.2,Small
T00212,C047,P018,2025-09-30,2,7.2,14.4,Downtown,Card,2025-09-30,Ground Beef,Meat,Fresh Food,Young Singles,26-40,Silver,East,3,28.2,Small
T00035,C053,P037,2025-02-04,2,1.1,2.2,Downtown,Card,2025-02-04,Canned Beans,Pantry,Grocery,Senior,60+,Not Enrolled,South,4,14.4,Large
T00038,C010,P037,2025-03-27,2,1.1,2.2,Downtown,Card,03/27/2025,Canned Beans,Pantry,Grocery,Family,41-60,Silver,East,4,19.1,Large
T00147,C003,P025,2025-07-22,4,2.2,8.8,Riverside,Voucher,2025-07-22,Energy Drink,Beverages,Grocery,Student,18-25,Silver,Central,6,53.4,Large
T00086,C059,P040,2025-05-10,3,5.2,15.6,Westgate,Mobile,2025-05-10,Frozen Pizza,Frozen,Grocery,Budget Shopper,26-40,Gold,Central,4,20.9,Large
T00019,C057,P042,2025-02-14,2,2.4,4.8,Eastpark,Card,2025-02-14,Frozen Vegetables,Frozen,Grocery,Student,18-25,Bronze,Central,3,23.7,Small
T00314,C017,P047,2025-12-24,5,4.1,20.5,Hilltop,Voucher,2025-12-24,Trash Bags,Household,Non-Food,Senior,60+,Bronze,North,3,33.1,Small
T00288,C013,P001,2025-12-13,2,0.59,1.18,Riverside,Mobile,12/13/2025,Bananas,Produce,Fresh Food,Senior,60+,Silver,Central,3,11.58,Small
T00020,C045,P034,2025-02-26,2,3.9,7.8,Eastpark,Cash,2025-02-26,Cereal,Pantry,Grocery,Student,18-25,Silver,East,5,44.1,Large
T00115,C045,P037,2025-06-07,1,1.1,1.1,Westgate,Card,2025-06-07,Canned Beans,Pantry,Grocery,Student,18-25,Silver,East,6,70.2,Large
T00309,C003,P039,2025-12-03,3,2.8,8.4,Riverside,Card,2025-12-03,Jam,Pantry,Grocery,Student,18-25,Silver,Central,3,17.9,Small
T00095,C018,P008,2025-05-21,1,2.1,2.1,Riverside,Voucher,2025-05-21,Whole Milk,Dairy,Fresh Food,Young Singles,26-40,Bronze,East,2,9.9,Small
T00089,C056,P002,2025-05-13,2,1.2,2.4,Westgate,Card,2025-05-13,Apples,Produce,Fresh Food,Premium Shopper,41-60,Silver,South,3,33.9,Small
T00027,C053,P020,2025-02-25,2,1.6,3.2,Riverside,Voucher,2025-02-25,Cola,Beverages,Grocery,Senior,60+,Not Enrolled,South,1,3.2,Single
T00010,C001,P048,2025-01-02,1,4.8,4.8,Hilltop,Mobile,2025-01-02,Shampoo,Personal Care,Non-Food,Student,18-25,Not Enrolled,East,2,8.8,Small
T00109,C026,P013,2025-06-04,4,1.9,7.6,Hilltop,Mobile,2025-06-04,White Bread,Bakery,Fresh Food,Family,41-60,Silver,North,6,42.0,Large
T00180,C044,P042,2025-08-18,4,2.4,9.6,Riverside,Mobile,18-08-2025,Frozen Vegetables,Frozen,Grocery,Budget Shopper,26-40,Not Enrolled,North,5,32.9,Large
T00227,C044,P025,2025-10-01,1,2.2,2.2,Downtown,Cash,2025-10-01,Energy Drink,Beverages,Grocery,Budget Shopper,26-40,Not Enrolled,North,4,45.0,Large
T00140,C034,P027,2025-07-02,3,1.3,3.9,Downtown,Mobile,2025-07-02,Chocolate Bar,Snacks,Grocery,Budget Shopper,26-40,Gold,West,5,22.28,Large
T00293,C029,P011,2025-12-29,1,3.8,3.8,Hilltop,Mobile,2025-12-29,Butter,Dairy,Fresh Food,Premium Shopper,41-60,Silver,East,4,22.0,Large
T00175,C007,P034,2025-08-23,3,3.9,11.7,Downtown,Card,2025-08-23,Cereal,Pantry,Grocery,Family,41-60,Silver,Central,4,17.47,Large
T00178,C016,P050,2025-08-05,3,2.2,6.6,Hilltop,Mobile,2025-08-05,Hand Soap,Personal Care,Non-Food,Young Singles,26-40,Bronze,Central,4,27.3,Large
T00183,C017,P047,2025-08-24,1,4.1,4.1,Riverside,Card,08/24/2025,Trash Bags,Household,Non-Food,Senior,60+,Bronze,North,5,19.8,Large
T00214,C027,P026,2025-09-29,1,2.5,2.5,Hilltop,Card,2025-09-29,Potato Chips,Snacks,Grocery,Family,41-60,Silver,East,5,31.3,Large
T00264,C017,P040,2025-11-07,1,5.2,5.2,Downtown,Mobile,11/07/2025,Frozen Pizza,Frozen,Grocery,Senior,60+,Bronze,North,5,22.4,Large
T00203,C037,P021,2025-09-23,1,3.4,3.4,Westgate,Mobile,09/23/2025,Orange Juice,Beverages,Grocery,Young Singles,26-40,Not Enrolled,South,3,25.0,Small
T00188,C054,P020,2025-08-21,1,1.6,1.6,Downtown,Voucher,2025-08-21,Cola,Beverages,Grocery,Premium Shopper,41-60,Gold,North,4,33.2,Large
T00084,C031,P049,2025-05-21,4,2.7,10.8,Hilltop,Cash,2025-05-21,Toothpaste,Personal Care,Non-Food,Student,18-25,Bronze,East,5,28.35,Large
T00206,C005,P006,2025-09-04,2,0.85,1.7,Hilltop,Card,2025-09-04,Carrots,Produce,Fresh Food,Young Singles,26-40,Not Enrolled,South,4,32.4,Large
T00046,C003,P001,2025-03-16,3,0.59,1.77,Riverside,Cash,2025-03-16,Bananas,Produce,Fresh Food,Student,18-25,Silver,Central,5,21.27,Large
T00050,C030,P016,2025-03-09,2,3.1,6.2,Hilltop,Card,2025-03-09,Croissant,Bakery,Fresh Food,Family,41-60,Bronze,West,3,11.7,Small
T00127,C020,P023,2025-06-26,2,8.9,17.8,Downtown,Card,06/26/2025,Coffee Beans,Beverages,Grocery,Budget Shopper,26-40,Not Enrolled,East,4,38.9,Large
T00281,C056,P044,2025-12-19,1,5.5,5.5,Downtown,Cash,2025-12-19,Paper Towels,Household,Non-Food,Premium Shopper,41-60,Silver,South,3,44.0,Small
T00242,C054,P032,2025-10-12,1,2.7,2.7,Hilltop,Cash,2025-10-12,Pasta Sauce,Pantry,Grocery,Premium Shopper,41-60,Gold,North,2,10.3,Small
T00024,C030,P006,2025-02-27,1,0.85,0.85,Riverside,Voucher,2025-02-27,Carrots,Produce,Fresh Food,Family,41-60,Bronze,West,5,10.75,Large
T00100,C034,P038,2025-05-22,1,3.5,3.5,Hilltop,Card,05/22/2025,Peanut Butter,Pantry,Grocery,Budget Shopper,26-40,Gold,West,3,10.8,Small
T00089,C056,P048,2025-05-13,1,4.8,4.8,Westgate,Card,2025-05-13,Shampoo,Personal Care,Non-Food,Premium Shopper,41-60,Silver,South,3,33.9,Small
T00185,C042,P025,2025-08-24,3,2.2,6.6,Westgate,Card,2025-08-24,Energy Drink,Beverages,Grocery,Student,18-25,Silver,East,5,44.6,Large
T00179,C004,P005,2025-08-21,3,0.9,2.7,Riverside,Cash,2025-08-21,Onions,Produce,Fresh Food,Young Singles,26-40,Bronze,North,3,9.4,Small
