TransactionID,CustomerID,ProductID,ProductName,ProductCategory,PurchaseDate,Quantity,UnitPrice,TotalAmount,CustomerSegment,StoreLocation,PaymentType
T00070,C006,P049,Toothpaste,Personal Care,2025-04-22,1,2.70,2.70,Premium Shopper,Hilltop,Card
T00039,C021,P044,Paper Towels,Household,2025-03-24,3,5.50,16.50,Family,Eastpark,Card
T00196,C032,P025,Energy Drink,Beverages,2025-09-10,1,2.20,2.20,Family,Westgate,Mobile
T00093,C029,P041,Ice Cream,Frozen,12-05-2025,2,4.60,9.20,Premium Shopper,Downtown,Mobile
T00086,C059,P020,Cola,Beverages,2025-05-10,1,1.60,1.60,Budget Shopper,Westgate,Mobile
T00259,C059,P037,Canned Beans,Pantry,2025-11-29,1,1.10,1.10,,Hilltop,Voucher
T00080,C020,P008,Whole Milk,Dairy,04/03/2025,4,2.10,8.40,,Eastpark,Card
T00190,C060,P011,Butter,Dairy,08/11/2025,1,3.80,3.80,Student,Westgate,Mobile
T00082,C025,P047,Trash Bags,Household,05/20/2025,1,4.10,4.10,Budget Shopper,Riverside,Card
T00123,C008,P041,Ice Cream,Frozen,2025-06-22,1,4.60,4.60,Budget Shopper,Westgate,Card
T00082,C025,P011,Butter,Dairy,05/20/2025,1,3.80,3.80,Budget Shopper,Riverside,Card
T00126,C029,P033,Rice,Pantry,06/17/2025,1,4.20,4.20,Premium Shopper,Downtown,Mobile
T00078,C006,P034,Cereal,Pantry,2025-04-23,2,3.90,7.80,Premium Shopper,Eastpark,Mobile
T00270,C058,P041,Ice Cream,Frozen,2025-11-02,1,4.60,4.60,Family,Eastpark,Card
T00202,C038,P047,Trash Bags,Household,2025-09-13,1,4.10,4.10,Student,Downtown,Card
T00192,C010,P020,Cola,Beverages,11-08-2025,1,1.60,1.60,Family,Downtown,Mobile
T00258,C038,P023,Coffee Beans,Beverages,2025-11-24,1,8.90,8.90,Student,Downtown,Mobile
T00090,C023,P045,Dish Soap,Household,2025-05-02,2,2.90,5.80,Premium Shopper,Eastpark,Card
T00151,C009,P027,Chocolate Bar,Snacks,2025-07-04,1,1.30,1.30,Senior,Downtown,Card
T00252,C032,P012,Eggs,Dairy,2025-11-10,4,2.60,10.40,Family,Eastpark,Cash
T00139,C032,P047,Trash Bags,Household,07/24/2025,2,4.10,8.20,Family,Westgate,Card
T00313,C021,P028,Cookies,Snacks,2025-12-29,3,2.90,8.70,Family,Eastpark,Voucher
T00231,C054,P011,Butter,Dairy,2025-10-09,2,3.80,7.60,Premium Shopper,Eastpark,Voucher
T00049,C030,P035,Sugar,Pantry,03/09/2025,1,2.10,2.10,Family,Hilltop,Mobile
T00082,C025,P029,Popcorn,Snacks,05/20/2025,1,2.00,2.00,Budget Shopper,Riverside,Card
T00238,C028,P040,Frozen Pizza,Frozen,2025-10-04,2,5.20,,Budget Shopper,Riverside,Cash
T00208,C031,P017,Chicken Breast,Meat,2025-09-03,1,6.50,6.50,Student,Downtown,Card
T00090,C023,P031,Pasta,Pantry,2025-05-02,1,1.50,1.50,Premium Shopper,Eastpark,Card
T00138,C027,P032,Pasta Sauce,Pantry,2025-07-24,2,2.70,5.40,Family,Hilltop,Card
T00174,C060,P020,Cola,Beverages,2025-08-04,1,1.60,1.60,Student,Riverside,Card
T00015,C048,P022,Sparkling Water,Beverages,2025-01-24,1,1.10,1.10,Student,Riverside,Card
T00235,C026,P031,Pasta,Pantry,2025-10-04,1,1.50,1.50,Family,Westgate,Voucher
T00160,C046,P022,Sparkling Water,Beverages,2025-07-26,2,1.10,2.20,Premium Shopper,Downtown,Card
T00036,C020,P049,Toothpaste,Personal Care,2025-02-15,2,2.70,5.40,Budget Shopper,Eastpark,Voucher
T00171,C018,P006,Carrots,Produce,2025-08-21,3,0.85,2.55,Young Singles,Westgate,Card
T00300,C015,P023,Coffee Beans,Beverages,2025-12-01,3,8.90,26.70,Premium Shopper,Downtown,Card
T00147,C003,P026,Potato Chips,Snacks,2025-07-22,3,2.50,7.50,Student,Riverside,Voucher
T00185,C042,P037,Canned Beans,Pantry,2025-08-24,2,1.10,2.20,Student,Westgate,Card
T00216,C024,P033,Rice,Pantry,2025-09-28,3,4.20,12.60,Student,Downtown,Cash
